en	de	fr	ja	cn	ko	lineno
'Get to Safe Corner'	'Geh in die sichere Ecke'	'Allez sur le coin sûr'	'安置へ'	'去安全角落'	'안전한 구석으로 이동'	innocence-ex.js line#235
'Grab East/West Venery Adds'	'Nehme östliches/westliches Wollust Add'	'Attrapez les adds en Est/Ouest'	'雑魚のタゲ取って'	'接小怪仇恨'	'동/서 쫄 잡으세요'	innocence-ex.js line#255
'Get to Safe Corner'	'Geh in die sichere Ecke'	'Allez sur le coin sûr'		'去安全角落'	'안전한 구석으로 이동하세요'	innocence-ex.js line#324
'Tether on YOU'	'Verbindung auf DIR'	'Lien sur VOUS'	'線ついた'	'连线点名'	'선 대상자 지정됨'	innocence-ex.js line#338
'Avoid Swords then Ray'	'Weiche den Schwertern aus, danach Strahl'	'Evitez l\'épée puis le rayon'	'剣避けてからピザカット'	'躲避剑与激光'	'칼 먼저 피하고 장판 피하세요'	innocence-ex.js line#383
'Rotate Left'	'Links rum rotieren'			'向左旋转'	'왼쪽으로 도세요'	innocence-ex.js line#425
'Rotate Right'	'Rechts rum rotieren'			'向右旋转'	'오른쪽으로 도세요'	innocence-ex.js line#441
'Rotate Left'	'Links rum rotieren'			'向左旋转'	'왼쪽으로 도세요'	innocence-ex.js line#457
'Rotate Right'	'Rechts rum rotieren'			'向右旋转'	'오른쪽으로 도세요'	innocence-ex.js line#473
﻿'Look Away, Get Towers'	'Weg schauen, Türme nehmen'			'背对BOSS，踩塔'		innocence.js line#32
'Avoid Charge'	'ausweichen'	'Evitez les charges'	'突進避けて'	'躲避冲锋'		innocence.js line#89
'Circle on YOU'	'Kreis auf DIR'	'Cercle sur vous'	'サークルついた'	'圈圈点你'		innocence.js line#117
﻿'Hide Behind Meteor'				'躲在陨石后'	'운석 뒤에 숨기'	ruby-weapon-ex.js line#17
'Away From Meteor'				'远离陨石'	'운석에게서 멀어지기'	ruby-weapon-ex.js line#26
'Away from Lines'	'Weg von den Linien'	'En dehors des sillons'		'远离线'	'선 피하기'	ruby-weapon-ex.js line#61
'Get On Lines'	'Auf die Linien gehen'	'Sur les sillons'		'靠近线'	'선 위로 올라가기'	ruby-weapon-ex.js line#74
'Enrage!'	'Finalangriff!'	'Enrage !'		'狂暴'	'전멸기!'	ruby-weapon-ex.js line#141
'Away from Meteor!'		'Loin du Météore!'		'远离陨石'	'운석에게서 멀어지기'	ruby-weapon-ex.js line#296
'Stand in Meteor Tankbuster'		'Restez dans la Comète Tankbuster'		'接刀'	'운석 막기'	ruby-weapon-ex.js line#310
'Kill Meteor Adds'		'Tuez les Comètes'		'击杀陨石'	'운석 부수기'	ruby-weapon-ex.js line#324
'Avoid tanks with laser'		'Évitez les tanks avec vôtre laser'		'躲开坦克激光'	'레이저 대상자 - 탱커 피하기'	ruby-weapon-ex.js line#334
﻿'Avoid meteors with laser'				'躲开激光点名'	'레이저 대상자 - 탱커 피하기'	ruby-weapon.js line#159
﻿'Wait For Tethers In Center'	'Auf die Verbindung in der Mitte warten'	'Attente des liens au centre'	'中央で待機'	'中间集合等待荆棘'	'가시 연결되기 전에 중앙으로'	titania-ex.js line#139
'Diagonal Knockback Soon'	'diagonaler Knockback bald'	'Poussée en diagonale bientôt'	'対角に飛ぶ'	'对角击退准备'	'곧 대각선 넉백'	titania-ex.js line#167
'Get Middle, Shiva Circles'	'In die Mitte, Shiva Kreise'	'Allez au milieu, comme sur Shiva'	'シヴァの輪っか'	'中间集合, 九连环'	'시바 얼음 장판'	titania-ex.js line#210
'Roots'	'Ranken'	'Racines'	'根のルーン'	'根系生长'	'뿌리 나옴'	titania-ex.js line#249
'Initial Thunder Tether'	'initiale Blitz Verbindung'	'Lien de foudre initial'	'線一人目'	'初始雷连线'	'첫 번개 징 대상자'	titania-ex.js line#366
﻿'Water Positions'	'Wasser Positionen'	'Position pour l\'eau'		'水毒'		titania.js line#62
'Stack In Puddles'	'In einer Fläche sammeln'	'Packez-vous'		'水圈集合'		titania.js line#77
'Avoid Roots'	'Ranken vermeiden'	'Racines'		'躲避树根'		titania.js line#137
﻿'Move Bosses'	'Bosse bewegen'		'ボス動かして'	'移动Boss'	'보스 이동 주차'	the_epic_of_alexander.js line#136
'aoe'	'AoE'	'Dégâts de zone'	'AoE'	'AOE'	'전체 공격'	the_epic_of_alexander.js line#152
'Water/Thunder in 3'	'Wasser/Blitz in 3'	'Eau/Foudre dans 3'	'水/雷まで3秒'	'3秒后水/雷'	'물/번개까지 3초'	the_epic_of_alexander.js line#165
'Face Brute Towards Water'	'Drehe Brute zum Wasser'		'ジャスを竜巻に向ける'	'残暴正义号拉向水龙卷'	'심판자가 물을 바라보게 유도'	the_epic_of_alexander.js line#182
'Hide Behind Ice'	'Hinter dem Eis verstecken'	'Derrière la glace'	'氷の後ろへ'	'冰块后躲避'	'얼음 뒤로 피하기'	the_epic_of_alexander.js line#194
'Protean Wave'	'Proteische Welle'		'プロティアン'	'万变水波'	'프로틴 웨이브'	the_epic_of_alexander.js line#536
'Drainage tether on YOU'	'Entwässerungsverbindung auf DIR'		'自分にドレナージ'	'连线点名'	'나에게 물줄기'	the_epic_of_alexander.js line#555
'Cleanse Throttle'	'Erstickung entfernen'		'窒息'	'窒息'	'질식'	the_epic_of_alexander.js line#597
'Out, Dodge Chakrams'	'Raus, Chakrams ausweichen'	'Dehors, évite les Chakrams'	'外へ'	'远离，躲避轮轮'	'바깥으로 차크람 피하기'	the_epic_of_alexander.js line#731
'Run In'	'Rein'		'中へ'	'靠近'	'가운데로'	the_epic_of_alexander.js line#750
'Dodge Spin Crusher'	'Rotorbrecher ausweichen'		'スピンクラッシャー避けて'	'躲避回旋碎踢'	'스핀 크러시 피하기'	the_epic_of_alexander.js line#784
'Freeze Tornado'	'Tornado einfrieren'	'Gèle la tornade'	'竜巻凍らせる'	'冰冻龙卷风'	'물 회오리 얼리기'	the_epic_of_alexander.js line#798
'Mines'	'Minen'	'Mines'	'地雷'	'地雷'	'지뢰'	the_epic_of_alexander.js line#819
'Enumeration on YOU'	'Enumeration auf DIR'	'Enumeration sur VOUS'	'自分にカウント'	'计数点名'	'나에게 인원수'	the_epic_of_alexander.js line#834
'Break Shield From Front'	'Schild von Vorne zerstören'	'Détruis le bouclier en face'	'正面からシールド壊して'	'从前面击破盾牌'	'정면에서 실드를 부수기'	the_epic_of_alexander.js line#876
'Water on YOU'	'Wasser auf DIR'	'Eau sur VOUS'	'自分に水'	'水点名'	'나에게 물'	the_epic_of_alexander.js line#896
'Lightning on YOU'	'Blitz auf DIR'	'Foudre sur VOUS'	'自分に雷'	'雷点名'	'나에게 번개'	the_epic_of_alexander.js line#944
'Pass Nisi'	'Nisi weitergeben'	'Passe Nisi'	'ナイサイ渡して'	'传递审判'	'나이사이 건네기'	the_epic_of_alexander.js line#992
'Pass Nisi'	'Nisi weitergeben'	'Passe Nisi'	'ナイサイ渡して'	'传递审判'	'나이사이 건네기'	the_epic_of_alexander.js line#1015
'avoid ray'	'Strahl ausweichen'	'Evitez le rayon'	'アポカリ避けて'	'躲避激光'	'아포칼립틱 광선 피하기'	the_epic_of_alexander.js line#1169
'Far Tethers'	'Entfernte Verbindungen'	'Liens éloignés'	'ファー'	'远离连线'	'접근금지: 상대와 떨어지기'	the_epic_of_alexander.js line#1231
'Close Tethers'	'Nahe Verbindungen'	'Liens proches'	'ニアー'	'靠近连线'	'강제접근: 상대와 가까이 붙기'	the_epic_of_alexander.js line#1252
'Shared Sentence'	'Urteil: Kollektivstrafe'	'Peine collective'	'集団罰'	'集团罪'	'단체형: 무직과 함께 맞기'	the_epic_of_alexander.js line#1273
'Thunder'	'Blitz'	'Peine Sévère'	'加重罰'	'加重罪'	'가중형: 가중형끼리 모이기'	the_epic_of_alexander.js line#1313
'Crystal on YOU'	'Kristall auf DIR'	'Cristal sur VOUS'	'自分に結晶'	'结晶点名'	'나에게 수정'	the_epic_of_alexander.js line#1376
'Get Away From Crystals'	'Geh weg vom Kristall'	'Eloignez-vous des Cristaux'	'結晶から離れて'	'远离结晶'	'수정으로부터 멀어질 것'	the_epic_of_alexander.js line#1394
'Bait Brute\'s Flarethrower'	'Locke Brute\'s Großflammenwerfer'		'火炎放射を誘導'	'引导火炎放射'	'화염 방사 유도'	the_epic_of_alexander.js line#1413
'Move Behind Brute Justice?'	'Geh hinter Brutalus?'		'ジャスティスの背面へ'	'残暴正义号背后躲避?'	'심판자 등 뒤로 이동?'	the_epic_of_alexander.js line#1626
'Stack Middle'	'mittig sammeln'		'中央へ'	'中间集合'	'가운데로 모이기'	the_epic_of_alexander.js line#1640
'big aoe'	'große AoE'	'Grosse AoE'		'大的AOE'	'거대 전체 공격'	the_epic_of_alexander.js line#1656
'Kill Cruise Chaser First'	'Chaser-Mecha zuerst besiegen'	'Tuez Croiseur-chasseur en premier'	'チェイサーから倒す'	'先杀巡航驱逐者'	'순항추격기부터 처치하기'	the_epic_of_alexander.js line#1673
'TANK LB!!'	'TANK LB!!'	'TANK LB!!'	'タンクLB!!'	'坦克LB!!'	'탱크 LIMITE BREAK!!'	the_epic_of_alexander.js line#1694
'Spread'	'Verteilen'	'Dispersez-vous'	'散開'	'分散'	'산개'	the_epic_of_alexander.js line#1710
'Keep Moving'	'weiter bewegen'	'Bougez'	'動く'	'保持移动'	'움직여!!!'	the_epic_of_alexander.js line#1763
'STOP LITERALLY EVERYTHING'	'STOP WIRKLICH ALLES'	'ARRÊTEZ TOUT'	'止まる'	'停止一切动作'	'멈춰!!!'	the_epic_of_alexander.js line#1779
'Orange (Attract)'	'Orange (Anziehen)'	'Orange (Attraction)'	'接触禁止'	'接触禁止'	'노랑/접근금지'	the_epic_of_alexander.js line#1796
'Orange Bait: Get Away'	'Orange locken: Geh Weg'	'Appât Orange: Eloignez-vous'	'接触保護'	'接触保护'	'노랑/접촉보호; 유도역할/혼자 멀리 있기'	the_epic_of_alexander.js line#1821
'Purple (Repel)'	'Lila (Abstoßen)'	'Violet (Répulsion)'	'逃亡禁止'	'逃亡禁止'	'보라/도망금지'	the_epic_of_alexander.js line#1838
'Purple Bait: Be In Back Of Group'	'Lila locken: Hinter der Gruppe sein'	'Appât Violet: Placez-vous derrière le groupe'	'逃亡監察'	'逃亡监察'	'보라/도망관찰; 유도역할/사람들 뒤에 있기'	the_epic_of_alexander.js line#1863
'Optical Spread'	'Visier verteilen'		'散開'	'分散'	'옵티컬: 산개'	the_epic_of_alexander.js line#2436
'Optical Stack'	'Visier sammeln'		'シェア'	'分散'	'옵티컬: 모이기'	the_epic_of_alexander.js line#2454
'Stack Middle for Trine'	'Mittig sammeln für Trine'		'大審判来るよ'	'大审判 中间集合'	'대심판(Trine)이 옵니다, 가운데로'	the_epic_of_alexander.js line#2575
﻿'Be Near Boss'	'sei in der Nähe des Bosses'	'Près du boss'		'靠近Boss'	'보스 근처로'	the_copied_factory.js line#27
'Puddle on YOU'	'Fläsche auf dir'	'Flaques sur VOUS'		'水圈点名'	'징 대상자'	the_copied_factory.js line#460
'Get Out + Dodge Homing AoE'	'Geh Raus + Zielsuch-AoE ausweichen'	'Dehors + Evitez l\'AoE'		'远离 + 躲避弹幕'	'바깥으로 빠지고 따라오는 장판 피하기'	the_copied_factory.js line#475
﻿'Drop Meteor East'	'Meteor im Osten ablegen'	'Poser le météore à l\'est'		'陨石放东边'	'메테오 동쪽으로 빼기'	amaurot.js line#29
'Meteor'	'Meteor'	'Météore'		'陨石'	'메테오'	amaurot.js line#36
﻿'Break chain on ' + data.ShortName(matches.target)	'Kette von ' + data.ShortName(matches.target) + ' brechen'	'Cassez les chaînes de ' + data.ShortName(matches.target)		'截断' + data.ShortName(matches.target) + '的线'	data.ShortName(matches.target) + '의 사슬 부수기'	holminster_switch.js line#111
﻿'Point Tether Away From Furniture'	'Verbindung weg von der Einrichtung zeigen'	'Placez le liens loin des décors'		﻿'连线不要打到家具'	'징: 장판이 가구에 닿지 않게 하기'	the_grand_cosmos.js line#217
﻿'Get In, Spread'	'Rein gehen, verteilen'	'Intérieur, écartez-vous'	'中で散開'	'中间散开'	'보스 가까이 탱 약산개'	e1s.js line#183
'In, Stack Behind'	'Rein, hinten stacken'	'Intérieur, pack derrière'	'背面集合'	'背面集合'	'보스 가까이, 뒤에서 쉐어'	e1s.js line#192
'Pass Prey to DPS'	'Marker einem DPS geben'	'Donnez la marque à un DPS'	'DPSに移して'	'传毒DPS'	'딜러한테 표식 넘기기'	e1s.js line#380
'Pass Prey to Tank'	'Marker einem Tank geben'	'Donnez la marque à un Tank'	'タンクに移して'	'传毒坦克'	'탱커한테 표식 넘기기'	e1s.js line#389
﻿'Spread (don\'t stack!)'	'Verteilen (nicht zusammen stehen)'	'Dispersez-vous'		'分散'	'산개 (쉐어 맞으면 안됨)'	e2n.js line#152
﻿'Tank Swap!'	'Tankwechsel!'	'Tank swap !'	'スイッチ'	'换T！'	'탱 교대!'	e3s.js line#105
'Tank Buster on YOU'	'Tankbuster auf DIR'	'Tank buster sur VOUS'	'自分にタンクバスター'	'死刑点名'	'탱버 대상자'	e3s.js line#117
'Flare To Outside Corner'	'Flare in die äuseren Ecken'	'Brasier dans un coin extérieur'	'隅にフレア'	'外侧角落放核爆'	'플레어 양옆 뒤로 유도'	e3s.js line#242
'Stack Outside, Avoid Flares'	'Auserhalb sammeln, Flares vermeiden'	'Packé à l\'extérieur, évitez les brasiers'	'前で集合'	'外侧集合躲避核爆'	'양옆 앞으로 모이고, 플레어 피하기'	e3s.js line#251
'Knockback on YOU'	'Knockback auf Dir'	'Pousée sur VOUS'	'自分にノックバック'	'击退点名'	'넉백 대상자'	e3s.js line#367
'Late First Knockback'	'Erster reinigender Knockback'	'Poussée tardive 1'	'遅ノックバック1'	'迟击退点名 #1'	'늦은 넉백 대상자 1'	e3s.js line#382
'Late Second Knockback'	'Zweiter reinigender Knockback'	'Poussée tardive 2'	'遅ノックバック2'	'迟击退点名 #2'	'늦은 넉백 대상자 2'	e3s.js line#391
﻿'Hide Behind East'	'Im Osten vestecken'	'Cachez-vous derrière à l\'est'		'右边躲避'	'동쪽으로'	e4s.js line#208
'Hide Behind West'	'Im Westen vestecken'	'Cachez-vous derrière à l\'ouest'		'左边躲避'	'서쪽으로'	e4s.js line#217
'Go Cardinals First'	'Zuerst zu den Seiten gehen'	'Allez aux cardinaux en premier'	'十字'	'十字'	'먼저 측면으로 이동'	e4s.js line#236
'Go Corners First'	'Zuerst in die Ecken gehen'	'Allez dans les coins en premier'		'先去角落'	'먼저 구석으로 이동'	e4s.js line#246
'Away from Tanks'	'Weg von den Tanks'	'Loin des tanks'	'タンクから離れて'	'远离坦克'	'탱커에서 멀어지기'	e4s.js line#404
'Stack on YOU'	'Auf DIR sammeln'	'Package sur VOUS'	'自分にシェア'	'集合分摊'	'쉐어징 대상자'	e4s.js line#414
'Stack on ' + data.ShortName(matches.target)	'Auf ' + data.ShortName(matches.target) + ' sammeln'	'Package sur ' + data.ShortName(matches.target)	data.ShortName(matches.target) + 'にシェア'	'集合 ->' + data.ShortName(matches.target)	'"' + data.ShortName(matches.target) + '" 쉐어징'	e4s.js line#423
﻿'Big Knockback'	'Weiter Rückstoß'	'Forte poussée'		'长击退'	'긴 넉백'	e5s.js line#84
'Short Knockback'	'Kurzer Rückstoß'	'Faible poussée'		'短击退'	'짧은 넉백'	e5s.js line#92
'Ready Spread'	'Bereitmachen zum Verteilen'	'Dispersion bientôt'		'准备分散'	'산개 준비'	e5s.js line#194
'donut AoE'	'Donut AoE'	'AoE en donut'		'环形AoE'	'도넛 장판'	e5s.js line#202
﻿'Enumeration'	'Enumeration'	'Enumération'		'蓝圈分摊'	'2인 장판'	e6n.js line#50
'Charge on YOU'	'Ansturm auf DIR'	'Charge sur VOUS'		'冲锋点名'	'돌진 대상자'	e6n.js line#83
'Tank Swap'	'Tank Swap'	'Tank Swap'		'换坦克'	'탱 교대'	e6n.js line#93
﻿'Tethered to ' + data.ShortName(matches.target)	'Verbunden mit ' + data.ShortName(matches.target)	'Lié à ' + data.ShortName(matches.target)		'和' + data.ShortName(matches.target) + '连线'	'선 연결 짝: ' + data.ShortName(matches.target)	e6s.js line#250
'Tethered to ' + data.ShortName(matches.source)	'Verbunden mit ' + data.ShortName(matches.source)	'Lié à ' + data.ShortName(matches.source)		'和' + data.ShortName(matches.source) + '连线'	'선 연결 짝: ' + data.ShortName(matches.source)	e6s.js line#258
﻿'Get hit by dark'		'Encaissez le noir'		'被黑打'	'어둠 맞기'	e7n.js line#112
'Get hit by light'		'Encaissez le blanc'		'被白打'	'빛 맞기'	e7n.js line#131
﻿'Stack (' + names.join(', ') + ')'	'Sammeln (' + names.join(', ') + ')'	'Package (' + names.join(', ') + ')'		'分摊 (' + names.join(', ') + ')'	'모이기 (' + names.join(', ') + ')'	e7s.js line#115
'Stack (' + names.join(', ') + ')'	'Sammeln (' + names.join(', ') + ')'	'Package (' + names.join(', ') + ')'		'分摊 (' + names.join(', ') + ')'	'모이기 (' + names.join(', ') + ')'	e7s.js line#291
'Get hit by ' + data.colorMap[data.color][data.lang]	'Lass dich treffen von ' + data.colorMap[data.color][data.lang]	'Encaissez le ' + data.colorMap[data.color][data.lang]		'撞' + data.colorMap[data.color][data.lang]	data.colorMap[data.color][data.lang] + ' 맞기'	e7s.js line#425
'Stand in ' + data.colorMap[data.color][data.lang]	'Stehe in ' + data.colorMap[data.color][data.lang]	'Restez sur ' + data.colorMap[data.color][data.lang]		'站进' + data.colorMap[data.color][data.lang]	data.colorMap[data.color][data.lang] + '에 서기'	e7s.js line#471
﻿'Cone on YOU -- avoid towers'				'点名 远离塔'	'부채꼴 대상자 - 장판 피하기'	e8n.js line#234
'Stand in a tower'				'踩塔'	'장판 들어가기'	e8n.js line#239
﻿'Tether ' + data.rushCount	'Verbindung ' + data.rushCount	'Lien ' + data.rushCount		'和' + data.rushCount + '连线'	'선: ' + data.rushCount	e8s.js line#59
'Biting Frost Next'	'Frosthieb als nächstes'	'Taillade de givre bientôt'		'下次攻击前侧方'	'다음: Biting/スラッシュ'	e8s.js line#126
'Driving Frost Next'	'Froststoß als nächstes'	'Percée de givre bientôt'		'下次攻击后方'	'다음: Driving/スラスト'	e8s.js line#134
'Biting Frost Next'	'Frosthieb als nächstes'	'Taillade de givre bientôt'		'下次攻击前侧方'	'다음: 바이팅 스라슈'	e8s.js line#144
'Driving Frost Next'	'Froststoß als nächstes'	'Percée de givre bientôt'		'下次攻击后方'	'다음: 드라이빙 스라스토'	e8s.js line#152
'North / South'		'Nord / Sud'		'南北站位'	'남 / 북'	e8s.js line#179
'East / West'		'Est / Ouest'		'东西站位'	'동 / 서'	e8s.js line#186
'Morn Afah on YOU'	'Morn Afah auf DIR'	'Morn Afah sur VOUS'		'无尽顿悟点名'	'몬아파 대상자'	e8s.js line#314
'Morn Afah on ' + data.ShortName(matches.target)	'Morn Afah auf ' + data.ShortName(matches.target)	'Morn Afah sur ' + data.ShortName(matches.target)		'无尽顿悟点名' + data.ShortName(matches.target)	'"' + data.ShortName(matches.target) + '" 몬 아파'	e8s.js line#323
'Red #' + data.wyrmclawNumber	'Rot #' + data.wyrmclawNumber	'Rouge #' + data.wyrmclawNumber		'红色 #' + data.wyrmclawNumber	'빨강 ' + data.wyrmclawNumber + '번'	e8s.js line#419
'Blue #' + data.wyrmfangNumber	'Blau #' + data.wyrmfangNumber	'Bleu #' + data.wyrmfangNumber		'蓝色 #' + data.wyrmfangNumber	'파랑 ' + data.wyrmfangNumber + '번'	e8s.js line#454
﻿'tank swap soon'	'Gleich: Tank swap'	'Tank swap bientôt'	'まもなく、タンクスイッチ'	'坦克即将换T'	'곧 탱교대'	hades-ex.js line#287
'Buster on ' + data.ShortName(matches.target)	'Tankbuster auf ' + data.ShortName(matches.target)	'Tankbuster sur ' + data.ShortName(matches.target)	data.ShortName(matches.target) + 'にTB'	'死刑点 ' + data.ShortName(matches.target)	'"' + data.ShortName(matches.target) + '" 탱버'	hades-ex.js line#540
'Away from ' + data.ShortName(matches.target)		'Eloignez-vous de ' + data.ShortName(matches.target)	data.ShortName(matches.target) + 'から離れて'	'远离 ' + data.ShortName(matches.target)	'"' + data.ShortName(matches.target) + '" 탱버'	hades-ex.js line#549
'Knockback + Stack With Partner'	'Rückstoß + sammeln beim Partner'	'Poussée + package avec votre partenaire'	'パートナーと ノックバック + 頭割り'	'与伙伴 击退 + 集合'	'넉백 + 파트너랑 모이기'	hades-ex.js line#658
﻿'Away From ' + data.ShortName(matches.target)	'Weg von ' + data.ShortName(matches.target)	'Loin de ' + data.ShortName(matches.target)		'远离 ' + data.ShortName(matches.target)	data.ShortName(matches.target) + ' 한테서 피하세요'	hades.js line#54
'Stack on ' + data.ShortName(name)	'Sammeln auf ' + data.ShortName(name)	'Package sur ' + data.ShortName(name)		'靠近 ' + data.ShortName(name) + ' 集合'	'쉐어징대상자 -> ' + data.ShortName(name)	hades.js line#330
﻿'Starbirth: Corner'	'Sternengeburt: Ecken'	'Accouchement Stellaire : Coin'	'スターバース: 角へ'	'创星：角落躲避'	'별생성: 구석으로'	innocence-ex.js line#55
'Starbirth: Avoid + Charge'	'Sternengeburt: Ausweichen + Charge'	'Accouchement Stellaire : Evitez + Charge'	'スターバース: 玉のない隅へ'	'创星：躲避 + 冲锋'	'별 생성: 별 피해서 징 맞기 + 돌진'	innocence-ex.js line#64
'Starbirth: Explode'	'Sternengeburt: Explosion'	'Accouchement Stellaire : Explosion'	'スターバース: 爆発'	'创星：爆炸'	'별 생성: 별 터뜨리기'	innocence-ex.js line#73
'Starbirth: Charge'	'Sternengeburt: Charge'	'Accouchement Stellaire : Charge'	'スターバース: 突進'	'创星：冲锋'	'별 생성: 돌진'	innocence-ex.js line#82
'Starbirth: Enrage'	'Sternengeburt: Finalangriff'	'Accouchement Stellaire : Enrage'	'スターバース: 時間切れ'	'创星：狂暴'	'별 생성: 전멸기'	innocence-ex.js line#91
'Avoid Charge and Orbs'	'Charge und Orbs ausweichen'	'Evitez les charges et orbes'	'玉と突進避けて'	'躲避冲锋与晶石'	'돌진이랑 구슬 폭발을 피하세요'	innocence-ex.js line#204
'Aim Line At Back Orb'	'Ziehle mit der Linie auf den entferntesten Orb'	'Visez l\'orbe arrière avec la ligne'	'後ろの玉に当てて'	'分摊瞄准后方晶石'	'멀리 있는 구슬 하나 맞추세요'	innocence-ex.js line#281
'Avoid Orbs With Line'	'Ziehle nicht auf einen Orb'	'Evitez l\'orbe avec la ligne'	'玉に当てるな'	'躲开晶石与直线'	'쉐어징이 구슬에 맞지 않게 하세요'	innocence-ex.js line#290
'Circle, Avoid Orbs'	'Kreis, vermeide Orbs'	'Cercle, Evitez orbes'	'オーブに当てないで'	'圆圈点名，远离晶石'	'원형 징, 구슬 피하세요'	innocence-ex.js line#355
﻿'Attack Blue (East)'	'Greife Blau an (Osten)'	'Attaquez le bleu (Est)'		'攻击蓝色(东)'	'파란색 공격 (오른쪽)'	ruby-weapon-ex.js line#160
'Attack Red (West)'	'Greife Rot an (Westen)'	'Attaquez le rouge (Ouest)'		﻿'攻击红色(西)'	'빨간색 공격 (왼쪽)'	ruby-weapon-ex.js line#181
'Attack Red (East)'	'Greife Rot an (Osten)'	'Attaquez le rouge (Est)'		﻿'攻击红色(东)'	'빨간색 공격 (오른쪽)'	ruby-weapon-ex.js line#251
'Attack Blue (West)'	'Greife Blau an (Westen)'	'Attaquez le bleu (Ouest)'		﻿'攻击蓝色(西)'	'파란색 공격 (왼쪽)'	ruby-weapon-ex.js line#258
'Comets N/S'		'Comètes N/S'		'彗星 北/南'	'남/북 운석 낙하'	ruby-weapon-ex.js line#348
'Comets E/W'		'Comètes E/O'		'彗星 东/西'	'동/서 운석낙하'	ruby-weapon-ex.js line#354
﻿'In/Out, then Water Positions'	'Rein/Raus, danach Wasser Positionen'	'Dedans/Dehors puis position pour l\'eau'	'中/外避けてポジションへ'	'靠近/远离, 水圈站位'	'안/밖 -> 물 장판 위치'	titania-ex.js line#65
'Stack (maybe rotate?)'	'Sammeln (evtl rotieren?)'	'Packez-vous (rotation ?)'	'シェア (多分時計回り?)'	'左右集合 (可能旋转?)'	'쉐어징 모이기'	titania-ex.js line#99
'Stack Positions'	'Sammel-Positionen'	'Packez-vous'	'シェア'	'左右集合'	'쉐어징 모이기'	titania-ex.js line#108
'Pummel ' + data.pummelCount	'Deftige Dachtel ' + data.pummelCount	'Torgnole ' + data.pummelCount	'殴打 ' + data.pummelCount	'殴打 ' + data.pummelCount	'구타 ' + data.pummelCount	titania-ex.js line#295
'Thunder ' + data.thunderCount	'Blitz ' + data.thunderCount	'Foudre ' + data.thunderCount	'線' + data.thunderCount + '人目'	'雷连线 #' + data.thunderCount	data.thunderCount + '번째 번개'	titania-ex.js line#388
﻿'Group Adds East (on Mustardseed)'	'Adds im Osten sammeln (bei Senfsamen)'			﻿'东边小怪 (芥子)'		titania.js line#188
'Kill Mustardseed (East)'	'Senfsamen angreifen (Osten)'			'击杀芥子 (东)'		titania.js line#193
﻿'Tank Buster on ' + data.ShortName(data.liquidTank)	'Tank buster'	'Tank buster'	'タンクバスター'	'死刑 -> ' + data.ShortName(data.liquidTank)	'탱크버스터'	the_epic_of_alexander.js line#77
'Tank Buster'	'Tank buster'	'Tank buster'	'タンクバスター'	'死刑'	'탱크버스터'	the_epic_of_alexander.js line#86
'Tank Cleave'	'Tank Cleave'	'Tank Cleave'	'タンククリーブ'	'坦克顺劈'	'탱크 범위 공격'	the_epic_of_alexander.js line#115
'Soak This Puddle (#' + matches[1] + ')'	'Fläche nehmen (#' + matches[1] + ')'	'Absorbe cette flaque (#' + matches[1] + ')'	'懺悔踏む (#' + matches[1] + ')'	'踩水圈 (#' + matches[1] + ')'	'참회 밟기 (#' + matches[1] + ')'	the_epic_of_alexander.js line#220
'Puddle #' + matches[1]	'Fläche #' + matches[1]	'Flaque #' + matches[1]	'懺悔 #' + matches[1]	'水圈 #' + matches[1]	'참회 #' + matches[1]	the_epic_of_alexander.js line#233
'Soak This Puddle'	'Fläche nehmen'		'沼踏んで'	'踩水圈'	'웅덩이 밟기'	the_epic_of_alexander.js line#244
'Shared Tankbuster'	'geteilter Tankbuster'	'Tankbuster partagé'	'タンクシェア'	'分摊死刑'	'쉐어 탱크버스터'	the_epic_of_alexander.js line#263
'Get Final Nisi (?)'	'Nehme letzten Nisi (?)'	'Récupère Nisi Final (?)'	'最後のナイサイを取得 (?)'	'取得最后审判 (?)'	'마지막 나이사이 받기 (?)'	the_epic_of_alexander.js line#339
'Pass ' + data.nisiNames[myNisi] + ' Nisi'	'Gebe ' + data.nisiNames[myNisi] + ' Nisi'	'Passe ' + data.nisiNames[myNisi] + ' Nisi'	data.nisiNames[myNisi] + ' を渡す'	'传递 ' + data.nisiNames[myNisi] + '审判'	'나이사이 건네기: ' + data.nisiNames[myNisi]	the_epic_of_alexander.js line#367
'Get ' + data.nisiNames[myNisi]	'Nimm ' + data.nisiNames[myNisi]	'Récupère ' + data.nisiNames[myNisi]	data.nisiNames[myNisi] + ' を取る'	'获得 ' + data.nisiNames[myNisi]	'나이사이 가져오기: ' + data.nisiNames[myNisi]	the_epic_of_alexander.js line#400
'Get ' + data.nisiNames[myNisi] + ' from ' + data.ShortName(names[0])	'Nimm ' + data.nisiNames[myNisi] + ' von ' + data.ShortName(names[0])	'Récupère ' + data.nisiNames[myNisi] + ' de ' + data.ShortName(names[0])	data.ShortName(names[0]) + ' から ' + data.nisiNames[myNisi] + ' を取る'	'从 '+ data.ShortName(names[0]) + '获得' + data.nisiNames[myNisi]	'나이사이 가져오기: ' + data.nisiNames[myNisi] + ' ← ' + data.ShortName(names[0])	the_epic_of_alexander.js line#409
